date ,Region,price
01/01/1994,East Midlands,1.3850
01/01/1994,London,1.5472
01/01/1994,North,1.3280
01/01/1994,North West,1.2650
01/01/1994,Northern Ireland,1.5279
01/01/1994,Scotland,1.3954
01/01/1994,South East,1.5362
01/01/1994,South West,1.4712
01/01/1994,Wales,1.3231
01/01/1994,West Midlands,1.3172
01/01/1994,Yorkshire & Humber,1.2841
01/02/1994,East Anglia,1.4718
01/02/1994,East Midlands,1.3814
01/02/1994,London,1.5442
01/02/1994,North,1.3353
01/02/1994,North West,1.2644
01/02/1994,Northern Ireland,1.5287
01/02/1994,Scotland,1.3975
01/02/1994,South East,1.5363
01/02/1994,South West,1.4759
01/02/1994,Wales,1.3220
01/02/1994,West Midlands,1.3276
01/02/1994,Yorkshire & Humber,1.2820
01/03/1994,East Anglia,1.4740
01/03/1994,East Midlands,1.3842
01/03/1994,London,1.5343
01/03/1994,North,1.3371
01/03/1994,North West,1.2578
01/03/1994,Northern Ireland,1.5308
01/03/1994,Scotland,1.3968
01/03/1994,South East,1.5355
01/03/1994,South West,1.4853
01/03/1994,Wales,1.3277
01/03/1994,West Midlands,1.3235
01/03/1994,Yorkshire & Humber,1.2890
01/04/1994,East Anglia,1.4752
01/04/1994,East Midlands,1.3846
01/04/1994,London,1.5356
01/04/1994,North,1.3399
01/04/1994,North West,1.2647
01/04/1994,Northern Ireland,1.5322
01/04/1994,Scotland,1.4005
01/04/1994,South East,1.5364
01/04/1994,South West,1.4832
01/04/1994,Wales,1.3219
01/04/1994,West Midlands,1.3292
01/04/1994,Yorkshire & Humber,1.2880
01/05/1994,East Anglia,1.4827
01/05/1994,East Midlands,1.3812
01/05/1994,London,1.5370
01/05/1994,North,1.3418
01/05/1994,North West,1.2751
01/05/1994,Northern Ireland,1.5308
01/05/1994,Scotland,1.4051
01/05/1994,South East,1.5368
01/05/1994,South West,1.4717
01/05/1994,Wales,1.3282
01/05/1994,West Midlands,1.3277
01/05/1994,Yorkshire & Humber,1.2924
01/06/1994,East Anglia,1.5044
01/06/1994,East Midlands,1.3973
01/06/1994,London,1.5485
01/06/1994,North,1.3556
01/06/1994,North West,1.2922
01/06/1994,Northern Ireland,1.5308
01/06/1994,Scotland,1.4301
01/06/1994,South East,1.5495
01/06/1994,South West,1.4945
01/06/1994,Wales,1.3404
01/06/1994,West Midlands,1.3488
01/06/1994,Yorkshire & Humber,1.3014
01/07/1994,East Anglia,1.5083
01/07/1994,East Midlands,1.4148
01/07/1994,London,1.5459
01/07/1994,North,1.3581
01/07/1994,North West,1.2986
01/07/1994,Northern Ireland,1.5337
01/07/1994,Scotland,1.4353
01/07/1994,South East,1.5606
01/07/1994,South West,1.5097
01/07/1994,Wales,1.3535
01/07/1994,West Midlands,1.3618
01/07/1994,Yorkshire & Humber,1.3156
01/08/1994,East Anglia,1.5158
01/08/1994,East Midlands,1.4266
01/08/1994,London,1.5542
01/08/1994,North,1.3719
01/08/1994,North West,1.3033
01/08/1994,Northern Ireland,1.5779
01/08/1994,Scotland,1.4378
01/08/1994,South East,1.5667
01/08/1994,South West,1.5195
01/08/1994,Wales,1.3737
01/08/1994,West Midlands,1.3630
01/08/1994,Yorkshire & Humber,1.3193
01/09/1994,East Anglia,1.5176
01/09/1994,East Midlands,1.4323
01/09/1994,London,1.5496
01/09/1994,North,1.3744
01/09/1994,North West,1.3043
01/09/1994,Northern Ireland,1.5800
01/09/1994,Scotland,1.4391
01/09/1994,South East,1.5666
01/09/1994,South West,1.5160
01/09/1994,Wales,1.3761
01/09/1994,West Midlands,1.3624
01/09/1994,Yorkshire & Humber,1.3239
01/10/1994,East Anglia,1.5112
01/10/1994,East Midlands,1.4229
01/10/1994,London,1.5583
01/10/1994,North,1.3767
01/10/1994,North West,1.3021
01/10/1994,Northern Ireland,1.5842
01/10/1994,Scotland,1.4449
01/10/1994,South East,1.5749
01/10/1994,South West,1.5289
01/10/1994,Wales,1.3709
01/10/1994,West Midlands,1.3654
01/10/1994,Yorkshire & Humber,1.3279
01/11/1994,East Anglia,1.5131
01/11/1994,East Midlands,1.4264
01/11/1994,London,1.5611
01/11/1994,North,1.3749
01/11/1994,North West,1.3055
01/11/1994,Northern Ireland,1.5904
01/11/1994,Scotland,1.4404
01/11/1994,South East,1.5732
01/11/1994,South West,1.5340
01/11/1994,Wales,1.3804
01/11/1994,West Midlands,1.3677
01/11/1994,Yorkshire & Humber,1.3271
01/12/1994,East Anglia,1.5192
01/12/1994,East Midlands,1.4181
01/12/1994,London,1.5657
01/12/1994,North,1.3751
01/12/1994,North West,1.3081
01/12/1994,Northern Ireland,1.5883
01/12/1994,Scotland,1.4399
01/12/1994,South East,1.5797
01/12/1994,South West,1.5316
01/12/1994,Wales,1.3821
01/12/1994,West Midlands,1.3652
01/12/1994,Yorkshire & Humber,1.3309
01/01/1995,East Anglia,1.5332
01/01/1995,East Midlands,1.4447
01/01/1995,London,1.5847
01/01/1995,North,1.3893
01/01/1995,North West,1.3200
01/01/1995,Northern Ireland,1.5929
01/01/1995,Scotland,1.4474
01/01/1995,South East,1.5926
01/01/1995,South West,1.5509
01/01/1995,Wales,1.3990
01/01/1995,West Midlands,1.3661
01/01/1995,Yorkshire & Humber,1.3448
01/02/1995,East Anglia,1.5563
01/02/1995,East Midlands,1.4442
01/02/1995,London,1.5925
01/02/1995,North,1.3940
01/02/1995,North West,1.3239
01/02/1995,Northern Ireland,1.6070
01/02/1995,Scotland,1.4771
01/02/1995,South East,1.5920
01/02/1995,South West,1.5341
01/02/1995,Wales,1.3869
01/02/1995,West Midlands,1.4140
01/02/1995,Yorkshire & Humber,1.3526
01/03/1995,East Anglia,1.5530
01/03/1995,East Midlands,1.4575
01/03/1995,London,1.5886
01/03/1995,North,1.3944
01/03/1995,North West,1.3298
01/03/1995,Northern Ireland,1.6087
01/03/1995,Scotland,1.4792
01/03/1995,South East,1.5970
01/03/1995,South West,1.5399
01/03/1995,Wales,1.3925
01/03/1995,West Midlands,1.4102
01/03/1995,Yorkshire & Humber,1.3619
01/04/1995,East Anglia,1.5541
01/04/1995,East Midlands,1.4649
01/04/1995,London,1.5903
01/04/1995,North,1.3983
01/04/1995,North West,1.3373
01/04/1995,Northern Ireland,1.6157
01/04/1995,Scotland,1.4668
01/04/1995,South East,1.6046
01/04/1995,South West,1.5429
01/04/1995,Wales,1.3872
01/04/1995,West Midlands,1.4064
01/04/1995,Yorkshire & Humber,1.3659
01/05/1995,East Anglia,1.5567
01/05/1995,East Midlands,1.4598
01/05/1995,London,1.6122
01/05/1995,North,1.4021
01/05/1995,North West,1.3337
01/05/1995,Northern Ireland,1.6150
01/05/1995,Scotland,1.4940
01/05/1995,South East,1.6105
01/05/1995,South West,1.5420
01/05/1995,Wales,1.3880
01/05/1995,West Midlands,1.4019
01/05/1995,Yorkshire & Humber,1.3666
01/06/1995,East Anglia,1.5588
01/06/1995,East Midlands,1.4717
01/06/1995,London,1.6176
01/06/1995,North,1.4175
01/06/1995,North West,1.3465
01/06/1995,Northern Ireland,1.6200
01/06/1995,Scotland,1.5124
01/06/1995,South East,1.6199
01/06/1995,South West,1.5626
01/06/1995,Wales,1.4025
01/06/1995,West Midlands,1.4232
01/06/1995,Yorkshire & Humber,1.3836
01/07/1995,East Anglia,1.5752
01/07/1995,East Midlands,1.4771
01/07/1995,London,1.6220
01/07/1995,North,1.4314
01/07/1995,North West,1.3491
01/07/1995,Northern Ireland,1.6396
01/07/1995,Scotland,1.5236
01/07/1995,South East,1.6348
01/07/1995,South West,1.5758
01/07/1995,Wales,1.4014
01/07/1995,West Midlands,1.4332
01/07/1995,Yorkshire & Humber,1.3974
01/08/1995,East Anglia,1.5770
01/08/1995,East Midlands,1.4790
01/08/1995,London,1.6260
01/08/1995,North,1.4357
01/08/1995,North West,1.3544
01/08/1995,Northern Ireland,1.6578
01/08/1995,Scotland,1.5256
01/08/1995,South East,1.6301
01/08/1995,South West,1.5856
01/08/1995,Wales,1.4062
01/08/1995,West Midlands,1.4330
01/08/1995,Yorkshire & Humber,1.3982
01/09/1995,East Anglia,1.5825
01/09/1995,East Midlands,1.4893
01/09/1995,London,1.6349
01/09/1995,North,1.4350
01/09/1995,North West,1.3585
01/09/1995,Northern Ireland,1.6665
01/09/1995,Scotland,1.5266
01/09/1995,South East,1.6375
01/09/1995,South West,1.5814
01/09/1995,Wales,1.4044
01/09/1995,West Midlands,1.4339
01/09/1995,Yorkshire & Humber,1.3963
01/10/1995,East Anglia,1.5857
01/10/1995,East Midlands,1.4946
01/10/1995,London,1.6358
01/10/1995,North,1.4354
01/10/1995,North West,1.3677
01/10/1995,Northern Ireland,1.6730
01/10/1995,Scotland,1.5290
01/10/1995,South East,1.6450
01/10/1995,South West,1.5909
01/10/1995,Wales,1.4186
01/10/1995,West Midlands,1.4204
01/10/1995,Yorkshire & Humber,1.4070
01/11/1995,East Anglia,1.5929
01/11/1995,East Midlands,1.4862
01/11/1995,London,1.6363
01/11/1995,North,1.4365
01/11/1995,North West,1.3623
01/11/1995,Northern Ireland,1.6730
01/11/1995,Scotland,1.5314
01/11/1995,South East,1.6478
01/11/1995,South West,1.5916
01/11/1995,Wales,1.4237
01/11/1995,West Midlands,1.4343
01/11/1995,Yorkshire & Humber,1.4068
01/12/1995,East Anglia,1.5860
01/12/1995,East Midlands,1.4954
01/12/1995,London,1.6408
01/12/1995,North,1.4359
01/12/1995,North West,1.3638
01/12/1995,Northern Ireland,1.6774
01/12/1995,Scotland,1.5344
01/12/1995,South East,1.6465
01/12/1995,South West,1.5918
01/12/1995,Wales,1.4338
01/12/1995,West Midlands,1.4297
01/12/1995,Yorkshire & Humber,1.4067
01/01/1996,East Anglia,1.5774
01/01/1996,East Midlands,1.4977
01/01/1996,London,1.6525
01/01/1996,North,1.4337
01/01/1996,North West,1.3584
01/01/1996,Northern Ireland,1.6774
01/01/1996,Scotland,1.5286
01/01/1996,South East,1.6464
01/01/1996,South West,1.6061
01/01/1996,Wales,1.4351
01/01/1996,West Midlands,1.4278
01/01/1996,Yorkshire & Humber,1.4041
01/02/1996,East Anglia,1.5695
01/02/1996,East Midlands,1.4966
01/02/1996,London,1.6546
01/02/1996,North,1.4518
01/02/1996,North West,1.3728
01/02/1996,Northern Ireland,1.6774
01/02/1996,Scotland,1.5625
01/02/1996,South East,1.6445
01/02/1996,South West,1.6207
01/02/1996,Wales,1.4266
01/02/1996,West Midlands,1.4326
01/02/1996,Yorkshire & Humber,1.4359
01/03/1996,East Anglia,1.5769
01/03/1996,East Midlands,1.4951
01/03/1996,London,1.6580
01/03/1996,North,1.4556
01/03/1996,North West,1.3722
01/03/1996,Northern Ireland,1.6796
01/03/1996,Scotland,1.5631
01/03/1996,South East,1.6395
01/03/1996,South West,1.6257
01/03/1996,Wales,1.4283
01/03/1996,West Midlands,1.4359
01/03/1996,Yorkshire & Humber,1.4378
01/04/1996,East Anglia,1.5834
01/04/1996,East Midlands,1.4908
01/04/1996,London,1.6662
01/04/1996,North,1.4497
01/04/1996,North West,1.3820
01/04/1996,Northern Ireland,1.6745
01/04/1996,Scotland,1.5757
01/04/1996,South East,1.6515
01/04/1996,South West,1.6460
01/04/1996,Wales,1.4141
01/04/1996,West Midlands,1.4320
01/04/1996,Yorkshire & Humber,1.4435
01/05/1996,East Anglia,1.5839
01/05/1996,East Midlands,1.4878
01/05/1996,London,1.6709
01/05/1996,North,1.4651
01/05/1996,North West,1.3884
01/05/1996,Northern Ireland,1.6795
01/05/1996,Scotland,1.5771
01/05/1996,South East,1.6530
01/05/1996,South West,1.6448
01/05/1996,Wales,1.4203
01/05/1996,West Midlands,1.4341
01/05/1996,Yorkshire & Humber,1.4477
01/06/1996,East Anglia,1.6055
01/06/1996,East Midlands,1.5163
01/06/1996,London,1.6620
01/06/1996,North,1.4934
01/06/1996,North West,1.3949
01/06/1996,Northern Ireland,1.6795
01/06/1996,Scotland,1.5896
01/06/1996,South East,1.6605
01/06/1996,South West,1.6530
01/06/1996,Wales,1.4459
01/06/1996,West Midlands,1.4556
01/06/1996,Yorkshire & Humber,1.4736
01/07/1996,East Anglia,1.6510
01/07/1996,East Midlands,1.5198
01/07/1996,London,1.6661
01/07/1996,North,1.5000
01/07/1996,North West,1.4005
01/07/1996,Northern Ireland,1.6995
01/07/1996,Scotland,1.6051
01/07/1996,South East,1.6675
01/07/1996,South West,1.6633
01/07/1996,Wales,1.4561
01/07/1996,West Midlands,1.4617
01/07/1996,Yorkshire & Humber,1.4813
01/08/1996,East Anglia,1.6677
01/08/1996,East Midlands,1.5207
01/08/1996,London,1.7088
01/08/1996,North,1.5038
01/08/1996,North West,1.4514
01/08/1996,Northern Ireland,1.7245
01/08/1996,Scotland,1.6193
01/08/1996,South East,1.6795
01/08/1996,South West,1.6640
01/08/1996,Wales,1.4609
01/08/1996,West Midlands,1.4886
01/08/1996,Yorkshire & Humber,1.5065
01/09/1996,East Anglia,1.6723
01/09/1996,East Midlands,1.5254
01/09/1996,London,1.7204
01/09/1996,North,1.5082
01/09/1996,North West,1.4486
01/09/1996,Northern Ireland,1.7245
01/09/1996,Scotland,1.6251
01/09/1996,South East,1.6860
01/09/1996,South West,1.6693
01/09/1996,Wales,1.4682
01/09/1996,West Midlands,1.4880
01/09/1996,Yorkshire & Humber,1.5045
01/10/1996,East Anglia,1.6662
01/10/1996,East Midlands,1.5305
01/10/1996,London,1.7261
01/10/1996,North,1.5296
01/10/1996,North West,1.4259
01/10/1996,Northern Ireland,1.7295
01/10/1996,Scotland,1.6174
01/10/1996,South East,1.6864
01/10/1996,South West,1.6744
01/10/1996,Wales,1.4736
01/10/1996,West Midlands,1.4898
01/10/1996,Yorkshire & Humber,1.5119
01/11/1996,East Anglia,1.6709
01/11/1996,East Midlands,1.5338
01/11/1996,London,1.7406
01/11/1996,North,1.5157
01/11/1996,North West,1.4269
01/11/1996,Northern Ireland,1.7468
01/11/1996,Scotland,1.6352
01/11/1996,South East,1.6907
01/11/1996,South West,1.6733
01/11/1996,Wales,1.4759
01/11/1996,West Midlands,1.4890
01/11/1996,Yorkshire & Humber,1.5120
01/12/1996,East Anglia,1.6630
01/12/1996,East Midlands,1.5379
01/12/1996,London,1.7296
01/12/1996,North,1.5124
01/12/1996,North West,1.4322
01/12/1996,Northern Ireland,1.7521
01/12/1996,Scotland,1.6417
01/12/1996,South East,1.7026
01/12/1996,South West,1.6750
01/12/1996,Wales,1.4780
01/12/1996,West Midlands,1.4945
01/12/1996,Yorkshire & Humber,1.5035
01/01/1997,East Anglia,1.6852
01/01/1997,East Midlands,1.5376
01/01/1997,London,1.7070
01/01/1997,North,1.5341
01/01/1997,North West,1.4392
01/01/1997,Northern Ireland,1.7445
01/01/1997,Scotland,1.6262
01/01/1997,South East,1.7140
01/01/1997,South West,1.6804
01/01/1997,Wales,1.4713
01/01/1997,West Midlands,1.4894
01/01/1997,Yorkshire & Humber,1.4941
01/02/1997,East Anglia,1.7071
01/02/1997,East Midlands,1.5028
01/02/1997,London,1.7597
01/02/1997,North,1.5078
01/02/1997,North West,1.4434
01/02/1997,Northern Ireland,1.7470
01/02/1997,Scotland,1.6604
01/02/1997,South East,1.7051
01/02/1997,South West,1.6713
01/02/1997,Wales,1.4593
01/02/1997,West Midlands,1.4984
01/02/1997,Yorkshire & Humber,1.5039
01/03/1997,East Anglia,1.7071
01/03/1997,East Midlands,1.5182
01/03/1997,London,1.7679
01/03/1997,North,1.5213
01/03/1997,North West,1.4467
01/03/1997,Northern Ireland,1.7495
01/03/1997,Scotland,1.6410
01/03/1997,South East,1.7136
01/03/1997,South West,1.6775
01/03/1997,Wales,1.4308
01/03/1997,West Midlands,1.5067
01/03/1997,Yorkshire & Humber,1.5051
01/04/1997,East Anglia,1.7068
01/04/1997,East Midlands,1.5253
01/04/1997,London,1.7861
01/04/1997,North,1.5321
01/04/1997,North West,1.4633
01/04/1997,Northern Ireland,1.7495
01/04/1997,Scotland,1.6495
01/04/1997,South East,1.7184
01/04/1997,South West,1.6738
01/04/1997,Wales,1.4358
01/04/1997,West Midlands,1.4996
01/04/1997,Yorkshire & Humber,1.5110
01/05/1997,East Anglia,1.7070
01/05/1997,East Midlands,1.5303
01/05/1997,London,1.7967
01/05/1997,North,1.5379
01/05/1997,North West,1.4648
01/05/1997,Northern Ireland,1.7545
01/05/1997,Scotland,1.6655
01/05/1997,South East,1.7161
01/05/1997,South West,1.6800
01/05/1997,Wales,1.4437
01/05/1997,West Midlands,1.5257
01/05/1997,Yorkshire & Humber,1.5191
01/06/1997,East Anglia,1.7358
01/06/1997,East Midlands,1.5400
01/06/1997,London,1.7995
01/06/1997,North,1.5630
01/06/1997,North West,1.4706
01/06/1997,Northern Ireland,1.7550
01/06/1997,Scotland,1.6837
01/06/1997,South East,1.7263
01/06/1997,South West,1.7093
01/06/1997,Wales,1.4544
01/06/1997,West Midlands,1.5404
01/06/1997,Yorkshire & Humber,1.5380
01/07/1997,East Anglia,1.7404
01/07/1997,East Midlands,1.5515
01/07/1997,London,1.8014
01/07/1997,North,1.5631
01/07/1997,North West,1.4931
01/07/1997,Northern Ireland,1.7875
01/07/1997,Scotland,1.6914
01/07/1997,South East,1.7447
01/07/1997,South West,1.7102
01/07/1997,Wales,1.4793
01/07/1997,West Midlands,1.5565
01/07/1997,Yorkshire & Humber,1.5289
01/08/1997,East Anglia,1.7404
01/08/1997,East Midlands,1.5721
01/08/1997,London,1.8122
01/08/1997,North,1.5668
01/08/1997,North West,1.4920
01/08/1997,Northern Ireland,1.7975
01/08/1997,Scotland,1.6913
01/08/1997,South East,1.7543
01/08/1997,South West,1.7052
01/08/1997,Wales,1.4793
01/08/1997,West Midlands,1.5506
01/08/1997,Yorkshire & Humber,1.5481
01/09/1997,East Anglia,1.7468
01/09/1997,East Midlands,1.5574
01/09/1997,London,1.8250
01/09/1997,North,1.5668
01/09/1997,North West,1.4936
01/09/1997,Northern Ireland,1.8047
01/09/1997,Scotland,1.6915
01/09/1997,South East,1.7626
01/09/1997,South West,1.7078
01/09/1997,Wales,1.4704
01/09/1997,West Midlands,1.5585
01/09/1997,Yorkshire & Humber,1.5438
01/10/1997,East Anglia,1.7361
01/10/1997,East Midlands,1.5772
01/10/1997,London,1.8171
01/10/1997,North,1.5684
01/10/1997,North West,1.4993
01/10/1997,Northern Ireland,1.8021
01/10/1997,Scotland,1.6964
01/10/1997,South East,1.7636
01/10/1997,South West,1.7089
01/10/1997,Wales,1.4833
01/10/1997,West Midlands,1.5700
01/10/1997,Yorkshire & Humber,1.5485
01/11/1997,East Anglia,1.7426
01/11/1997,East Midlands,1.5757
01/11/1997,London,1.8194
01/11/1997,North,1.5723
01/11/1997,North West,1.5007
01/11/1997,Northern Ireland,1.8022
01/11/1997,Scotland,1.6967
01/11/1997,South East,1.7642
01/11/1997,South West,1.7148
01/11/1997,Wales,1.4833
01/11/1997,West Midlands,1.5746
01/11/1997,Yorkshire & Humber,1.5491
01/12/1997,East Anglia,1.7561
01/12/1997,East Midlands,1.5807
01/12/1997,London,1.8202
01/12/1997,North,1.5774
01/12/1997,North West,1.5106
01/12/1997,Northern Ireland,1.8050
01/12/1997,Scotland,1.7047
01/12/1997,South East,1.7655
01/12/1997,South West,1.7155
01/12/1997,Wales,1.4852
01/12/1997,West Midlands,1.5691
01/12/1997,Yorkshire & Humber,1.5435
01/01/1998,East Anglia,1.7605
01/01/1998,East Midlands,1.5935
01/01/1998,London,1.8306
01/01/1998,North,1.5927
01/01/1998,North West,1.5100
01/01/1998,Northern Ireland,1.8145
01/01/1998,Scotland,1.7024
01/01/1998,South East,1.7722
01/01/1998,South West,1.7372
01/01/1998,Wales,1.5059
01/01/1998,West Midlands,1.5843
01/01/1998,Yorkshire & Humber,1.5570
01/02/1998,East Anglia,1.7900
01/02/1998,East Midlands,1.5795
01/02/1998,London,1.8280
01/02/1998,North,1.6029
01/02/1998,North West,1.4838
01/02/1998,Northern Ireland,1.8570
01/02/1998,Scotland,1.7018
01/02/1998,South East,1.7791
01/02/1998,South West,1.7102
01/02/1998,Wales,1.5619
01/02/1998,West Midlands,1.5769
01/02/1998,Yorkshire & Humber,1.5674
01/03/1998,East Anglia,1.7950
01/03/1998,East Midlands,1.5723
01/03/1998,London,1.8624
01/03/1998,North,1.6035
01/03/1998,North West,1.4890
01/03/1998,Northern Ireland,1.8626
01/03/1998,Scotland,1.7147
01/03/1998,South East,1.7874
01/03/1998,South West,1.7129
01/03/1998,Wales,1.5770
01/03/1998,West Midlands,1.5835
01/03/1998,Yorkshire & Humber,1.5655
01/04/1998,East Anglia,1.7833
01/04/1998,East Midlands,1.5951
01/04/1998,London,1.8708
01/04/1998,North,1.5959
01/04/1998,North West,1.4931
01/04/1998,Northern Ireland,1.8650
01/04/1998,Scotland,1.7070
01/04/1998,South East,1.7968
01/04/1998,South West,1.7366
01/04/1998,Wales,1.5800
01/04/1998,West Midlands,1.5879
01/04/1998,Yorkshire & Humber,1.5700
01/05/1998,East Anglia,1.8033
01/05/1998,East Midlands,1.6213
01/05/1998,London,1.8916
01/05/1998,North,1.6350
01/05/1998,North West,1.5073
01/05/1998,Northern Ireland,1.8700
01/05/1998,Scotland,1.7319
01/05/1998,South East,1.8131
01/05/1998,South West,1.7543
01/05/1998,Wales,1.5863
01/05/1998,West Midlands,1.5992
01/05/1998,Yorkshire & Humber,1.5913
01/06/1998,East Anglia,1.8138
01/06/1998,East Midlands,1.6280
01/06/1998,London,1.8787
01/06/1998,North,1.6367
01/06/1998,North West,1.4998
01/06/1998,Northern Ireland,1.8711
01/06/1998,Scotland,1.7452
01/06/1998,South East,1.8228
01/06/1998,South West,1.7560
01/06/1998,Wales,1.5915
01/06/1998,West Midlands,1.6055
01/06/1998,Yorkshire & Humber,1.5963
01/07/1998,East Anglia,1.8233
01/07/1998,East Midlands,1.6305
01/07/1998,London,1.8937
01/07/1998,North,1.6367
01/07/1998,North West,1.5137
01/07/1998,Northern Ireland,1.8760
01/07/1998,Scotland,1.7467
01/07/1998,South East,1.8250
01/07/1998,South West,1.7634
01/07/1998,Wales,1.6063
01/07/1998,West Midlands,1.6084
01/07/1998,Yorkshire & Humber,1.6013
01/08/1998,East Anglia,1.7911
01/08/1998,East Midlands,1.6228
01/08/1998,London,1.9079
01/08/1998,North,1.6360
01/08/1998,North West,1.5255
01/08/1998,Northern Ireland,1.8825
01/08/1998,Scotland,1.7504
01/08/1998,South East,1.8247
01/08/1998,South West,1.7684
01/08/1998,Wales,1.6182
01/08/1998,West Midlands,1.6129
01/08/1998,Yorkshire & Humber,1.6198
01/09/1998,East Anglia,1.7979
01/09/1998,East Midlands,1.6335
01/09/1998,London,1.9086
01/09/1998,North,1.6367
01/09/1998,North West,1.5365
01/09/1998,Northern Ireland,1.8721
01/09/1998,Scotland,1.7449
01/09/1998,South East,1.8170
01/09/1998,South West,1.7704
01/09/1998,Wales,1.6236
01/09/1998,West Midlands,1.6098
01/09/1998,Yorkshire & Humber,1.5998
01/10/1998,East Anglia,1.8175
01/10/1998,East Midlands,1.6388
01/10/1998,London,1.9133
01/10/1998,North,1.6393
01/10/1998,North West,1.5392
01/10/1998,Northern Ireland,1.8747
01/10/1998,Scotland,1.7491
01/10/1998,South East,1.8266
01/10/1998,South West,1.7873
01/10/1998,Wales,1.6023
01/10/1998,West Midlands,1.5976
01/10/1998,Yorkshire & Humber,1.6044
01/11/1998,East Anglia,1.8310
01/11/1998,East Midlands,1.6571
01/11/1998,London,1.9294
01/11/1998,North,1.6471
01/11/1998,North West,1.5330
01/11/1998,Northern Ireland,1.8747
01/11/1998,Scotland,1.7541
01/11/1998,South East,1.8374
01/11/1998,South West,1.7817
01/11/1998,Wales,1.6062
01/11/1998,West Midlands,1.6055
01/11/1998,Yorkshire & Humber,1.6067
01/12/1998,East Anglia,1.8409
01/12/1998,East Midlands,1.6770
01/12/1998,London,1.9531
01/12/1998,North,1.6623
01/12/1998,North West,1.5323
01/12/1998,Northern Ireland,1.8747
01/12/1998,Scotland,1.7552
01/12/1998,South East,1.8431
01/12/1998,South West,1.7953
01/12/1998,Wales,1.6078
01/12/1998,West Midlands,1.6087
01/12/1998,Yorkshire & Humber,1.6139
01/01/1999,East Anglia,1.8787
01/01/1999,East Midlands,1.6792
01/01/1999,London,1.9710
01/01/1999,North,1.6337
01/01/1999,North West,1.5250
01/01/1999,Northern Ireland,1.8750
01/01/1999,Scotland,1.7469
01/01/1999,South East,1.8443
01/01/1999,South West,1.7771
01/01/1999,Wales,1.6161
01/01/1999,West Midlands,1.6116
01/01/1999,Yorkshire & Humber,1.6346
01/02/1999,East Anglia,1.8800
01/02/1999,East Midlands,1.6737
01/02/1999,London,1.9176
01/02/1999,North,1.6346
01/02/1999,North West,1.5365
01/02/1999,Northern Ireland,1.8750
01/02/1999,Scotland,1.7744
01/02/1999,South East,1.8452
01/02/1999,South West,1.7905
01/02/1999,Wales,1.6232
01/02/1999,West Midlands,1.6583
01/02/1999,Yorkshire & Humber,1.6207
01/03/1999,East Anglia,1.8530
01/03/1999,East Midlands,1.6732
01/03/1999,London,1.9378
01/03/1999,North,1.6393
01/03/1999,North West,1.5362
01/03/1999,Northern Ireland,1.8813
01/03/1999,Scotland,1.7817
01/03/1999,South East,1.8457
01/03/1999,South West,1.7916
01/03/1999,Wales,1.6250
01/03/1999,West Midlands,1.6604
01/03/1999,Yorkshire & Humber,1.6147
01/04/1999,East Anglia,1.8530
01/04/1999,East Midlands,1.6795
01/04/1999,London,1.9380
01/04/1999,North,1.6629
01/04/1999,North West,1.5402
01/04/1999,Northern Ireland,1.9206
01/04/1999,Scotland,1.7832
01/04/1999,South East,1.8663
01/04/1999,South West,1.8193
01/04/1999,Wales,1.6381
01/04/1999,West Midlands,1.6594
01/04/1999,Yorkshire & Humber,1.6247
01/05/1999,East Anglia,1.8579
01/05/1999,East Midlands,1.6964
01/05/1999,London,1.9288
01/05/1999,North,1.6660
01/05/1999,North West,1.5462
01/05/1999,Northern Ireland,1.9250
01/05/1999,Scotland,1.8177
01/05/1999,South East,1.8742
01/05/1999,South West,1.8302
01/05/1999,Wales,1.6436
01/05/1999,West Midlands,1.6660
01/05/1999,Yorkshire & Humber,1.6502
01/06/1999,East Anglia,1.8670
01/06/1999,East Midlands,1.7014
01/06/1999,London,1.9740
01/06/1999,North,1.6485
01/06/1999,North West,1.5617
01/06/1999,Northern Ireland,1.9289
01/06/1999,Scotland,1.8262
01/06/1999,South East,1.8835
01/06/1999,South West,1.8245
01/06/1999,Wales,1.6471
01/06/1999,West Midlands,1.6766
01/06/1999,Yorkshire & Humber,1.6533
01/07/1999,East Anglia,1.8695
01/07/1999,East Midlands,1.6860
01/07/1999,London,1.9600
01/07/1999,North,1.6492
01/07/1999,North West,1.5669
01/07/1999,Northern Ireland,1.9316
01/07/1999,Scotland,1.8440
01/07/1999,South East,1.8910
01/07/1999,South West,1.8259
01/07/1999,Wales,1.6550
01/07/1999,West Midlands,1.6760
01/07/1999,Yorkshire & Humber,1.6496
01/08/1999,East Anglia,1.8895
01/08/1999,East Midlands,1.6847
01/08/1999,London,1.9579
01/08/1999,North,1.6537
01/08/1999,North West,1.5568
01/08/1999,Northern Ireland,1.9316
01/08/1999,Scotland,1.8409
01/08/1999,South East,1.8718
01/08/1999,South West,1.8119
01/08/1999,Wales,1.6550
01/08/1999,West Midlands,1.6773
01/08/1999,Yorkshire & Humber,1.6658
01/09/1999,East Anglia,1.8939
01/09/1999,East Midlands,1.6927
01/09/1999,London,1.9516
01/09/1999,North,1.6378
01/09/1999,North West,1.5758
01/09/1999,Northern Ireland,1.9278
01/09/1999,Scotland,1.8337
01/09/1999,South East,1.8740
01/09/1999,South West,1.8057
01/09/1999,Wales,1.6386
01/09/1999,West Midlands,1.6678
01/09/1999,Yorkshire & Humber,1.6678
