Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16/09/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
High income,HIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31707.55056,31970.11878,32474.76694,32641.7658,33471.09848,34178.54023,35004.87192,35975.64413,36724.99703,37705.18222,39036.34437,39378.54685,39760.65296,40443.67628,41615.65096,42574.58197,43664.92654,44633.85856,44606.32352,42849.53311,43892.77284,44621.99729,44978.0232,45393.3914,46080.24992,46919.87301,47527.35041,48428.18012,49346.10958,50027.75821,47513.83484,49924.20943
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28797.82413,30188.48399,31802.52041,33199.41158,34419.4015,34545.59015,34453.05653,35909.89293,33516.4712,34030.08477,36316.38498,36251.93173,36689.62981,37885.7023,40861.84008,43689.48675,46462.63443,49042.93312,49787.76572,48458.93414,51359.87317,53471.85416,53783.98756,55229.64247,56358.05572,57214.67981,58098.41126,59842.213,61055.33662,59588.50493,55917.64746,60051.75485
Honduras,HND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.029065,3749.173207,3866.115788,4002.9606,3899.714051,4024.992122,3984.568827,4049.974599,4077.550306,3935.731228,4108.774977,4109.769697,4154.925357,4235.623137,4390.473342,4546.240635,4733.547869,4914.323743,5011.607299,4787.863751,4866.973931,4956.402852,5065.456999,5113.459151,5177.415197,5283.416914,5395.614551,5561.994542,5680.362884,5736.181633,5138.385398,5691.423197
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854.829366,1815.900172,1753.449664,1717.681153,1668.23848,1702.536478,1741.339212,1794.553434,1806.379819,1813.556506,1817.937464,1839.657597,1848.264853,1871.036429,1921.161258,1974.043373,2034.579113,2090.450538,2148.573879,2164.57471,2234.141342,2263.47398,2270.063753,2331.935108,2398.23279,2438.460547,2480.153289,2531.424458,2566.151772,2604.617747,2540.92056,2589.892676
Croatia,HRV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15146.72034,16273.51415,17355.87203,17749.61399,17670.2239,18362.10509,19661.05965,20773.84664,21915.5581,22818.54019,23771.94519,24940.02123,26170.99589,26670.22044,24754.16015,24500.06814,24563.84735,24078.33073,24057.80809,24072.4388,24884.66523,25944.25834,27154.08469,28192.32854,29336.08545,27076.9791,31046.62757
Haiti,HTI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541.410107,3537.293354,3284.997484,3047.948856,2633.701466,2841.236083,2905.313406,2930.60879,2941.814912,2969.101917,2943.721128,2884.217086,2866.165894,2917.29014,2832.076286,2872.033653,2876.07418,2963.690038,2994.76765,3122.145092,2900.909569,3003.223843,2973.969059,3057.915421,3066.850417,3102.345013,3116.487974,3153.299389,3165.304896,3073.32914,2934.245881,2846.741099
Hungary,HUN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16432.10513,15934.83092,15861.106,16350.92365,16617.59374,16659.88068,17218.17473,17931.3577,18534.46107,19415.02347,20252.41087,21273.12412,22205.5429,23367.60743,24419.82886,25423.42512,25533.36755,25835.54969,24168.98359,24486.04173,25012.2947,24825.58083,25343.71384,26485.41282,27531.64408,28218.27918,29501.12042,31121.66514,32553.69447,31167.71088,33517.97411
IBRD only,IBD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5110.634571,5050.979865,4997.592247,5044.678207,5086.561226,5197.774919,5390.437351,5572.229798,5605.259105,5746.506105,6007.661224,6150.073064,6354.850005,6660.066481,7083.709547,7492.110635,8000.269533,8588.884164,8962.718658,9067.526073,9642.222309,10106.33508,10520.09669,10925.99433,11306.0308,11669.74879,12092.3049,12590.48089,13077.01594,13460.28593,13073.44502,13891.17886
IDA & IBRD total,IBT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4553.445678,4496.360262,4444.762794,4469.346156,4489.132766,4576.405352,4732.957111,4876.007759,4898.876046,5007.358798,5212.936037,5326.611713,5490.941436,5734.184977,6077.62132,6405.633335,6810.383581,7275.473693,7566.222043,7648.369147,8097.122648,8453.441948,8768.049972,9085.847632,9384.433478,9659.211175,9972.926399,10343.60364,10706.75724,10985.7093,10650.14064,11244.32976
IDA total,IDA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.51686,2221.070243,2204.18664,2164.072958,2123.003621,2145.069093,2190.923994,2215.442554,2231.975459,2249.365741,2282.993237,2329.949496,2387.775315,2450.785609,2555.606078,2651.197283,2751.633911,2853.598717,2926.531625,2996.299924,3098.033238,3172.491313,3235.885006,3344.415337,3461.89373,3540.080238,3604.911368,3679.802731,3773.189304,3850.456517,3767.503085,3842.59708
IDA blend,IDB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324.173614,3309.203925,3334.085148,3245.091147,3201.998223,3200.966508,3262.140841,3238.493014,3244.287745,3243.268164,3285.646807,3344.920556,3469.809129,3570.449388,3751.978848,3888.541089,4020.845163,4148.931083,4201.025708,4319.008612,4439.015759,4522.30656,4611.606281,4746.377925,4898.504455,4979.006231,4982.034394,5010.740875,5104.40472,5131.468335,4954.536963,5097.878415
Indonesia,IDN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538.320454,4762.388145,4986.783828,5224.165931,5529.232182,5892.071754,6258.436533,6458.072609,5531.303282,5497.814735,5689.260223,5816.425412,5996.189946,6198.653268,6423.720714,6699.272091,6974.445654,7319.434386,7657.594719,7906.261955,8286.73287,8680.213342,9080.066113,9457.018541,9801.166283,10149.60387,10531.11097,10935.63172,11371.72556,11812.10243,11445.61403,11746.21669
IDA only,IDX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.572916,1674.523982,1634.143221,1620.839066,1580.467592,1616.021804,1654.388426,1705.354183,1727.573284,1755.1746,1784.774799,1826.456055,1849.631318,1894.388663,1960.73765,2036.491801,2121.695669,2211.147175,2295.774778,2340.183992,2432.179248,2501.376881,2550.696686,2645.577902,2745.04709,2822.082933,2920.051992,3020.225571,3114.61447,3219.784886,3186.099808,3225.786989
Isle of Man,IMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.135853,1795.302326,1856.170582,1906.412058,1994.226916,2104.505298,2220.893203,2268.043087,2364.408687,2527.508347,2578.59153,2656.655208,2711.511846,2876.743382,3054.918876,3245.299885,3453.105661,3661.955505,3720.092648,3956.359016,4234.979573,4399.88824,4583.173198,4818.522557,5116.629105,5464.394057,5851.39488,6182.922109,6514.002554,6689.365354,6186.614395,6675.349453
Not classified,INX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26437.21748,26792.87707,27500.37178,28100.04231,29600.52033,32286.40353,34393.72562,37801.16645,40684.89394,44461.92401,47996.98229,49744.62633,51797.42503,52494.20477,55040.82017,56943.82753,58189.77752,59530.88528,55712.50072,52336.62818,52965.78825,53298.81288,53045.65382,53435.6393,57668.75547,71508.73384,72150.03997,77749.20196,83726.36296,86650.00466,90789.22102,102154.4345
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9346.331244,10295.04498,10435.31675,10119.40253,9805.230324,9901.420434,10386.14816,10386.12186,10463.6812,10536.68741,11012.8258,11136.14972,11886.33308,12754.35183,13147.59897,13409.25015,13921.55416,14891.96722,14767.00547,14751.27303,15429.30663,15652.39097,14885.38907,14478.27337,15006.94477,14599.66422,15672.63307,15883.39425,15311.63322,14903.51943,14971.25,
Iraq,IRQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7551.797197,2643.705284,3407.577332,4310.354051,4342.642853,4300.45305,4628.812747,5440.034537,7112.42868,8110.720449,9202.487297,9089.706091,8102.258695,4989.514666,7458.34051,7411.659829,7680.13607,7695.114882,8189.061406,8294.154032,8597.064392,8949.936939,9824.808712,10170.21965,9818.652308,9946.976574,10997.38699,10526.37091,10556.02426,10889.8025,9437.495166,9474.778025
Iceland,ISL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33666.21153,35014.23134,36732.93556,39017.43768,40103.86599,41530.51732,42626.92307,42484.51611,43095.35686,46051.74389,48104.65181,49956.84865,52827.01012,52999.43754,48770.95034,47457.62292,48186.16729,48440.25508,50168.68853,50450.74161,52142.93281,54665.76392,55638.49206,56818.19584,56935.77273,52375.68113,53462.65222
Israel,ISR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26233.12818,27096.08105,27464.7569,27970.64422,28240.98707,29950.31811,29282.52481,28642.44496,28453.25361,29328.70555,30014.61268,31192.1822,32512.86739,33045.12253,32633.41701,33864.23075,35086.72735,35417.29457,36423.19316,37204.50261,37306.13283,38214.48536,39121.29583,39903.4211,40626.21527,39056.41853,41582.47338
Italy,ITA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585.6799,37122.82193,37407.11132,37065.43412,37855.00774,38947.20131,39429.49556,40129.90188,40844.74561,41501.78837,43053.93306,43869.42794,43915.38534,43781.21998,44118.03664,44260.82742,44918.17035,45356.53672,44623.60202,42074.92125,42664.35527,42892.30556,41501.71123,40268.11279,39898.52646,40247.82904,40837.73763,41581.12079,42045.92147,42746.29575,39071.02333,41937.21115
Jamaica,JAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8592.387094,8936.362358,9030.713856,9787.54316,9826.210789,9959.226826,9850.988347,9643.351424,9328.114832,9340.620544,9344.534643,9399.37062,9522.531756,9811.195229,9884.23511,9918.047656,10152.17791,10246.16192,10113.15911,9625.375077,9435.760842,9546.493803,9433.845758,9427.678977,9438.476912,9473.106195,9553.096196,9600.104746,9734.862288,9777.005686,8761.019375,9126.115344
Jordan,JOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7924.177623,7634.969116,8253.895611,8164.679512,8164.830487,8333.854347,8248.917899,8318.497071,8403.646423,8536.919795,8741.72741,9035.144645,9377.645373,9558.458475,10105.46052,10577.29139,11002.22227,11399.96555,11662.89615,11650.36436,11315.5027,11016.39524,10688.28934,10414.92128,10284.6701,10145.8367,10036.54362,10003.57498,10013.39766,10071.37989,9816.554516,9969.106441
Japan,JPN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32846.38961,33870.37404,34048.78455,33782.73545,34053.52423,34867.58039,35878.78947,36144.61755,35588.62512,35405.08013,36323.0953,36375.58642,36306.3302,36784.88103,37576.38989,38250.63801,38751.005,39280.8949,38781.19873,36577.8634,38069.95604,38149.61811,38735.89635,39569.63657,39739.54112,40402.58151,40727.96888,41444.21574,41739.20332,41697.41194,39935.46472,40769.82816
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13475.6399,11917.71405,11294.73658,10292.19832,9126.25583,8552.451997,8726.538477,9016.003247,8998.901209,9330.564789,10275.76187,11682.84179,12827.23108,13973.07774,15208.44025,16536.01541,18112.7787,19500.47894,19770.21665,19614.73532,20751.25724,21970.08392,22702.57884,23720.81607,24355.75612,24290.41763,24210.86296,24862.96612,25544.34476,26351.80444,25361.50799,26033.23843
Kenya,KEN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568.724954,3502.376581,3364.027802,3271.267336,3255.951451,3299.30138,3337.424401,3259.089765,3273.419841,3257.537997,3188.310289,3219.779202,3150.75629,3156.455353,3228.523411,3326.831782,3445.805714,3581.332328,3491.67813,3509.270887,3690.214949,3776.094079,3844.855325,3887.728239,3979.724655,4074.620682,4144.744334,4203.585011,4339.774633,4459.210605,4349.010163,4572.668925
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158.317569,4671.52285,3978.909914,3362.829,2688.351778,2517.28445,2656.01772,2877.098569,2893.417535,2954.954122,3078.909252,3212.133547,3182.232895,3370.430199,3563.875363,3517.720509,3588.089918,3857.653909,4142.211454,4210.626347,4141.077206,4334.660789,4259.318204,4631.403267,4722.086002,4805.141092,4912.382484,5046.691535,5133.151914,5258.366696,4726.196559,4813.230183
Cambodia,KHM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.817843,1111.166782,1182.447549,1214.926365,1228.299632,1252.339639,1377.498652,1481.656828,1570.073871,1642.608037,1752.041276,1902.096703,2120.551717,2313.343033,2511.901023,2640.631628,2603.583593,2716.699738,2862.908046,3022.596725,3191.861745,3364.278069,3541.376672,3728.099616,3928.373934,4159.338194,4388.800909,4193.798722,4262.721656
Kiribati,KIR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2122.363571,2084.980573,2073.02906,2064.983147,2074.365964,2046.393146,2049.744505,2050.538623,2148.296841,2079.273501,2171.642033,2103.838301,2146.906635,2152.215466,2078.360177,2138.247126,2091.386853,2085.532625,1995.82928,1968.636282,1908.721222,1908.888994,1976.287942,2029.378473,1979.607555,2144.704176,2104.06238,2069.054185,2146.421247,2102.782035,2059.100089,
St. Kitts and Nevis,KNA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14202.79322,13896.19077,14379.02946,15189.10809,15811.07401,16480.44579,17281.14392,18294.56693,18050.52454,18462.16518,20103.82657,20913.74831,20934.13435,19855.31154,20392.93414,22125.07761,22590.1827,22518.43507,24823.12807,23776.50926,23586.93935,23759.34039,23428.50184,24545.28025,26174.6149,26141.82947,26938.80241,26980.32456,27488.29439,28592.90075,24307.9975,23899.88595
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12656.39606,13882.42101,14590.533,15436.38786,16698.27616,18120.4939,19364.94137,20367.97364,19184.22375,21232.60976,22963.63854,23893.89701,25591.39905,26260.36841,27515.95177,28640.70624,29990.522,31569.9312,32275.12525,32363.96866,34394.49049,35388.97691,36049.19349,37021.13416,37967.47562,38828.741,39814.65893,40957.41806,41965.89054,42758.59037,42335.86534,44116.01344
Kuwait,KWT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63724.70581,63284.69588,61687.58911,59725.79559,55034.99406,54984.95241,53578.81997,54322.97459,63008.62765,68233.86574,73155.71229,75224.80063,75580.93383,73022.9659,63886.25174,58810.40493,60887.68312,61416.9785,58995.36996,56647.43748,54834.39173,54708.97985,50855.55291,51070.81848,49946.73126,44847.05398,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10420.84178,10560.54524,10632.83339,10904.39472,11306.08987,11150.69772,11408.22868,11814.90547,11930.87065,11802.85733,12043.68909,11896.61987,11790.4229,11923.38032,12399.49824,12726.92231,13210.92975,13748.18539,14096.55477,13634.23196,14382.78295,14870.10681,15073.82356,15346.58629,15416.69589,15342.58753,15169.333,15311.131,15405.10253,15360.27786,14216.01855,15009.90399
Lao PDR,LAO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.572977,1992.478793,2046.655519,2111.549213,2227.943118,2330.157645,2438.904044,2555.35158,2608.043802,2750.092481,2861.27184,2977.796986,3106.008562,3245.185009,3399.34983,3584.320291,3830.395609,4052.83832,4296.483673,4542.181363,4850.175067,5158.835576,5489.040283,5841.881828,6193.340326,6543.670689,6896.127374,7257.812107,7592.829475,7886.652814,7810.73497,7895.569888
Lebanon,LBN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7507.587177,10764.18424,11904.4041,12495.45783,12884.18459,13229.10604,14386.62927,14348.59954,14733.26858,14443.69294,14275.59859,14273.18348,14086.88312,13858.29871,14198.34426,14178.21773,14213.39402,15512.0235,16928.06809,18472.98819,19382.29408,18614.76257,17935.14269,17439.45432,16879.18114,16252.12012,16058.36576,15953.67042,15561.63189,14493.37237,10786.08742,9731.716602
Liberia,LBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753.475104,1740.238525,1763.457894,1210.912299,1219.414,1250.917778,1306.439074,1376.158914,1414.84596,1431.794222,1465.559281,1535.977175,1611.345438,1704.878692,1673.055864,1630.58429,1565.137386,1564.197682,1543.969079,1469.763959,1392.010924,1413.448263
Libya,LBY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25566.89877,26102.02684,25239.79774,24600.74526,27360.32077,28132.47516,30991.9391,32511.72663,34029.027,33503.11845,31636.01436,32885.03905,16201.09414,30083.48759,24534.02907,18756.97943,18435.8466,17954.40714,23467.97844,24960.54428,21842.61925,16388.82432,21260.43238
St. Lucia,LCA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11732.98325,11610.33313,12378.36432,12307.81832,12359.93798,12422.66094,12616.83647,12356.33019,12952.61861,13129.92758,12989.74231,12432.26856,12389.42875,12826.21531,13648.58539,13460.57495,14124.21472,14168.99973,14663.23591,14065.42355,14137.58951,14789.96693,14667.16101,14133.48433,14317.35666,14057.6076,14497.59547,14928.39607,15286.27915,15200.87208,12048.92774,12790.30384
Latin America & Caribbean,LCN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10571.32691,10727.7492,10842.12067,11124.08095,11528.07803,11413.00733,11687.21873,12118.08907,12257.79629,12140.83584,12391.20988,12267.72796,12170.97732,12318.56282,12827.15996,13168.19097,13665.76218,14212.16193,14568.49147,14105.81035,14852.63394,15360.22758,15600.29525,15885.04459,15964.7758,15916.46642,15771.64341,15928.79254,16057.3522,16033.22283,14823.47251,15701.15221
Least developed countries: UN classification,LDC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.021038,1614.098613,1579.266818,1541.507533,1509.770465,1556.013054,1602.736844,1651.232689,1672.569717,1700.287513,1730.524053,1779.449163,1819.920831,1868.333972,1941.800939,2038.436031,2135.59238,2246.324928,2341.771519,2386.220689,2476.81445,2538.875177,2585.041632,2668.093001,2765.0235,2831.112319,2908.536964,2986.528437,3063.177976,3154.359173,3116.011446,3126.861336
Low income,LIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.86253,1344.19805,1284.22168,1261.63502,1219.398511,1240.885294,1274.169223,1328.390434,1328.05969,1335.364624,1338.748759,1374.6923,1391.175112,1420.927224,1468.039786,1524.087937,1580.312055,1644.412221,1696.597718,1712.69623,1787.157888,1804.328432,1777.241939,1824.591443,1886.885353,1925.256035,1966.135134,1999.127667,2022.641718,2055.122424,2015.279929,2036.708013
Liechtenstein,LIE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3878.309338,4008.138294,4137.053426,4376.128326,4577.861431,4790.348767,4938.710274,5225.577743,5443.484129,5647.558328,5949.970029,5816.473939,5999.25704,6302.215947,6589.463508,6944.226768,7419.413868,7865.368304,8274.175363,8507.592916,9126.865612,9827.622086,10712.39735,10990.07059,11428.1079,11890.51653,12287.47307,12584.10479,12860.32083,13079.53863,12539.97101,12859.3441
Lower middle income,LMC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3282.232153,3275.246589,3287.674251,3251.559676,3243.99302,3323.041984,3444.2236,3498.361786,3481.250252,3571.831091,3667.669692,3758.027393,3866.892699,4044.736738,4245.522837,4433.855636,4650.526568,4895.424233,5016.799833,5153.542577,5407.102745,5581.302078,5742.241978,5936.415111,6164.896971,6382.946727,6668.507825,6918.594727,7165.680933,7340.956227,6998.011216,7311.634941
Low & middle income,LMY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367.63073,4326.132369,4274.526013,4294.680394,4307.243894,4383.833625,4531.535857,4669.619861,4688.449053,4795.877389,4995.826327,5106.63957,5266.686062,5505.086793,5836.774853,6157.69474,6548.950355,6999.702944,7278.20296,7366.946481,7814.774159,8162.8366,8474.544633,8789.91191,9083.435196,9350.941171,9658.343759,10017.09763,10367.37574,10636.24251,10320.25427,10892.22155
Lesotho,LSO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.633304,1397.934719,1461.833392,1479.964352,1535.528093,1554.922382,1611.650905,1642.669897,1643.321113,1632.988553,1685.367014,1742.878061,1760.601425,1851.348747,1894.320351,1969.63972,2059.335142,2148.825439,2267.251404,2235.405282,2346.713297,2444.928082,2585.365725,2614.14311,2639.445825,2701.421855,2776.740984,2668.291425,2614.658849,2656.115855,2435.932437,2441.514388
Late-demographic dividend,LTE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296.761928,5228.73056,5101.510992,5187.946095,5276.434056,5468.905801,5654.710102,5871.878084,5923.815907,6135.383803,6512.557792,6787.676674,7131.313104,7562.056014,8111.933173,8659.128967,9378.23539,10235.45806,10849.30612,11072.49114,11842.88326,12564.05262,13181.02426,13781.44126,14344.29388,14843.72834,15358.8838,16029.55014,16770.06344,17445.16896,17316.52404,18459.75467
Lithuania,LTU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10640.36003,11274.64011,12302.1012,13317.90773,13259.61695,13846.68329,14872.37909,16004.4389,17839.78274,19226.46927,21053.1846,22977.99665,25835.36802,26784.88003,23065.06196,23942.76036,25968.58342,27330.89595,28589.02666,29855.83149,30748.19631,31925.80342,33761.87124,35446.70808,37166.21008,37107.05664,38957.63114
Luxembourg,LUX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70860.81912,75961.66872,76323.30475,78468.92176,80365.22451,80379.12763,80401.03202,83702.81353,88185.80011,94115.38403,99301.527,101143.148,103317.3311,104743.0001,107634.8372,108632.36,113346.0358,120647.823,118154.6672,112230.0814,114343.9881,112998.3905,112137.1355,113050.6633,113313.5789,113182.7286,116283.6997,114985.8422,115049.9261,116518.2768,112557.3095,118680.0437
Latvia,LVA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600.849395,9960.889173,10949.72464,11753.79966,12176.46498,12992.20367,13993.95342,15160.84205,16597.38784,18169.1835,20334.59997,22977.47883,25469.15706,24903.59451,21710.76714,21176.27939,22118.40927,23970.43506,24715.72077,25423.64488,26628.45817,27509.17311,28673.5634,30050.71649,31012.1351,30053.26324,31688.52661
"Macao SAR, China",MAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48773.04387,49155.67794,54358.10556,55959.16994,57163.68278,57866.69994,56472.96076,55196.01506,51609.88131,49336.7204,51027.55938,51283.81443,54498.78178,59342.92934,73322.92848,77395.67882,85814.71391,96154.35538,97345.22157,96493.79306,118085.5672,140321.908,149702.4415,161971.4647,155201.7406,119406.9191,116519.5075,126144.1041,132373.5441,127272.5485,57728.9864,67178.74475
St. Martin (French part),MAF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
