Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16/09/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cote d'Ivoire,CIV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4271.565364,4122.072122,3967.561491,3822.907758,3723.785416,3858.691338,4025.030662,4277.605502,4328.758914,4258.219446,4137.962078,3953.124783,3760.719464,3508.059043,3545.085796,3505.486763,3527.240271,3488.646684,3574.51755,3619.579175,3778.208471,3491.02126,3666.637502,3961.828568,4225.955764,4417.150215,4615.709257,4830.750515,5033.478826,5212.554021,5181.31116,5406.69134
Cameroon,CMR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379.825673,3155.259082,2968.999787,2656.024422,2630.840717,2633.52934,2671.686178,2719.901412,2775.047269,2825.619026,2858.008287,2903.922104,2954.419148,3033.329948,3160.892495,3144.939264,3176.917282,3224.755174,3226.595479,3219.964047,3223.510024,3242.354443,3300.945519,3372.903835,3470.785658,3570.424551,3634.381137,3665.117851,3711.850439,3742.856779,3666.410626,3699.695384
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.723315,1606.326694,1382.761987,1150.83623,1066.468172,1039.752865,1000.689174,921.422433,885.7858948,828.2092557,751.5577568,715.6779282,715.4543989,732.5366287,757.6860992,778.9680436,794.429458,817.0695985,839.8155864,835.6117229,865.6840402,894.8265445,926.7878162,972.4559343,1029.790813,1065.242371,1055.572915,1059.810762,1085.893688,1097.94884,1082.445242,1109.388004
"Congo, Rep.",COG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068.286948,5049.206077,5040.357668,4854.626404,4461.657639,4510.633104,4571.971362,4414.313537,4448.409191,4209.771602,4399.84279,4438.692049,4512.432167,4420.225128,4438.977585,4634.971827,4841.595123,4368.588334,4487.377392,4847.756782,5169.167421,5137.611683,5504.184956,5331.904082,5552.844606,5224.302467,4544.075841,4234.659883,3928.427999,3825.70148,3497.565454,3292.263727
Colombia,COL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8307.25326,8308.932643,8478.203182,8764.526634,9100.983493,9400.309197,9424.096947,9580.086741,9473.818705,8927.730067,9042.662791,9051.414235,9137.464303,9356.209684,9716.499107,10049.12618,10586.79488,11161.51332,11393.20223,11395.56214,11783.29991,12480.54655,12852.6257,13390.4852,13852.24205,14095.74836,14194.51566,14171.3205,14314.85558,14571.99095,13400.27194,14705.10766
Comoros,COM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.328732,2812.280496,2964.214601,2966.22084,2730.626094,2751.162122,2642.091885,2675.580709,2639.295848,2621.564512,2833.588996,2829.081455,2825.798971,2817.310756,2804.001874,2815.700113,2821.936465,2777.140257,2818.698026,2840.78295,2877.807057,2925.441826,2946.054224,3004.392786,2995.459793,2959.503052,2987.968526,3032.262133,3073.114603,3058.980105,2984.413403,2989.638089
Cabo Verde,CPV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.618506,1730.787103,1868.638379,1974.24059,2288.241204,2546.601186,2769.275079,3010.835457,3319.835076,3622.653754,4065.479414,4084.44402,4228.513083,4336.865171,4709.03724,4964.79746,5291.047556,6018.107241,6341.204482,6185.760917,6200.343537,6366.128511,6353.707704,6323.376462,6281.793971,6266.881779,6482.72155,6643.179892,6864.185298,7171.826425,6045.060885,6397.30453
Costa Rica,CRI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9932.62984,9895.495601,10528.34779,10988.77545,11198.02715,11378.00017,11255.97406,11595.93704,12148.19686,12394.54799,12624.07057,12832.57368,13054.71918,13411.8483,13802.72868,14149.51924,14976.81578,15989.33133,16527.43608,16174.27686,16830.43617,17360.20158,17994.53622,18233.01597,18669.09668,19141.68307,19736.6653,20347.03477,20672.61583,20970.54415,19937.16874,21260.76233
Caribbean small states,CSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10375.42098,10517.33799,10726.42365,10982.86238,11187.65678,11408.402,11686.39484,12025.88391,12088.74122,12545.97064,12887.23331,13080.81832,13466.75539,14181.5669,14666.5993,15073.11394,16004.08404,16447.13707,16578.03901,15930.93913,16058.30187,16163.29424,16265.82257,16328.28815,16313.51406,16358.2143,15967.48813,15925.39552,16081.64104,16172.20177,14856.95059,15526.02018
Cuba,CUB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28613.89994,29474.59083,29555.43764,29035.65103,28598.56593,28067.07901,27802.9784,27932.58836,28186.87095,27855.14031,27527.48885,27305.37368,27061.85337,26539.60991,25869.7819,25604.92943,25113.69511,24599.93783,24193.61274,23659.23434,19607.43191,
Cayman Islands,CYM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80513.47786,80595.66723,77987.96745,70428.43111,66882.50594,66255.63047,65835.08654,65598.17964,66326.88677,67241.28281,68484.50508,69753.08956,71834.28898,73724.96695,68717.65041,
Cyprus,CYP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25232,24769.05664,26385.94141,25936.68555,26904.69531,28630.77734,28529.88672,28871.16797,30262.10547,31421.02344,32943.10938,33878.07422,34738.94141,35219.59375,36498.35156,37722.42188,38847.03906,39967.42969,40397.70313,38535.10547,38296.69922,37481.8125,35642.64063,33384.46484,33136.48047,34453.11719,36509.07031,38287.96875,39977,41521.92188,39007.71484,40791.42578
Czechia,CZE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23585.18149,20895.87976,20768.78817,20760.05425,21356.3128,22758.59681,23756.97839,23659.32079,23597.30618,23948.38503,24976.50632,25833.41467,26289.62614,27239.55944,28542.25482,30384.44665,32352.81297,33956.24598,34580.44335,32782.61235,33483.13759,34002.18978,33688.09983,33661.46842,34386.70491,36168.41856,37014.95929,38824.88792,39932.99219,40981.05651,38511.26898,39777.78924
Germany,DEU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36699.4817,38294.15494,38734.93841,38105.2306,38881.56912,39366.08864,39568.60247,40218.84688,41022.61463,41769.81203,42928.18134,43576.63653,43417.308,43089.47382,43605.27867,43949.28818,45678.08192,47100.6097,47643.22274,45044.48639,46999.23997,49757.92416,49872.44749,49954.17375,50845.527,51159.29746,51879.67259,53071.45557,53486.84057,53929.63929,51423.23504,52930.80887
Djibouti,DJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4031.223346,4241.881178,4484.823006,4726.118718,4904.976636,5059.719694,5260.015344,5245.413878,5393.976153
Dominica,DMA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7750.849193,7860.335218,8000.642134,8142.17584,8119.073155,8357.974759,8638.31893,8869.760495,9258.165872,9338.18153,9581.138938,9572.135815,9278.92815,9831.548793,10090.4561,10128.86242,10580.1257,11239.72213,12034.66963,11890.72355,11965.80672,11933.16432,11799.80326,11671.12047,12213.55837,11865.92406,12171.28376,11341.33259,11716.45887,12329.82527,10256.33082,10899.25567
Denmark,DNK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39027.97874,39469.32281,40108.89195,39979.75738,41969.68871,43015.67751,44013.38559,45260.13712,46096.36972,47298.53735,48907.0114,49133.2231,49204.89901,49262.64497,50446.5416,51483.27379,53322.289,53569.02802,52982.53174,50114.05005,50825.41229,51293.20618,51216.30941,51479.26645,52048.33549,52892.64603,54185.00848,55356.68078,56178.77463,57161.68639,55819.90953,58187.04122
Dominican Republic,DOM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.20781,6143.848158,6706.026132,7068.107888,7122.376245,7396.841992,7707.395196,8255.564811,8670.437846,9043.597783,9322.139196,9410.032484,9690.598875,9424.795253,9533.318944,10291.30322,11087.48196,11756.46662,11980.83946,11944.34813,12782.45717,13024.32852,13219.69413,13702.32121,14499.63041,15328.35951,16166.61153,16735.36442,17711.79553,18412.89999,17003.01302,18905.22039
Algeria,DZA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8746.340762,8431.377821,8383.758348,8027.365901,7792.074446,7935.168924,8116.949627,8074.749415,8360.140817,8506.334863,8710.444074,8855.008927,9232.415784,9771.672432,10058.42623,10504.84511,10527.40869,10717.77084,10796.88884,10782.34738,10970.69242,11078.22824,11233.51704,11319.08267,11512.69047,11696.95036,11826.15138,11737.40124,11630.67941,11521.98421,10735.38254,10957.15992
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186.623227,2317.640782,2515.791744,2738.101327,2976.203716,3218.204086,3456.572138,3640.481311,3623.651383,3792.137095,4027.258542,4245.37775,4526.666056,4866.866449,5244.441091,5686.187517,6221.33369,6891.110455,7395.267206,7876.416779,8564.443277,9194.44726,9792.147628,10392.86501,11001.68155,11625.2226,12280.80825,12987.36998,13727.53569,14425.3308,14471.37156,15387.74997
Early-demographic dividend,EAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4525.811588,4623.378119,4712.368142,4770.515796,4837.083472,4894.104022,5087.033424,5215.320832,5222.18424,5263.414932,5400.466603,5391.268673,5426.739062,5643.991644,5905.693157,6165.286362,6440.279916,6718.708694,6850.261096,6863.219516,7204.466484,7453.785508,7682.932969,7912.861962,8168.123849,8463.040376,8777.70123,9086.117586,9348.834157,9480.75589,8973.42942,9469.906449
East Asia & Pacific,EAS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149.268741,5352.909833,5555.394947,5767.272305,6040.928266,6349.362151,6664.128673,6880.30759,6792.306302,6997.526087,7330.537479,7531.702597,7836.134214,8200.744505,8655.65018,9142.598609,9714.509414,10425.63732,10862.81452,11139.08722,11953.14296,12570.88128,13166.78117,13786.76434,14382.37343,14991.9455,15630.36989,16351.10772,17075.70463,17721.21549,17613.77118,18580.92564
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15467.76,14556.54771,12884.08692,11947.43525,10474.52882,10178.1692,10075.54032,10309.0022,10123.23566,10369.00088,11231.37747,11585.69952,12211.90427,13067.03752,14145.63974,15122.55492,16327.61511,17568.93907,18242.44482,17014.81599,17839.1676,18801.06381,19384.94383,19964.53463,20116.37909,20040.46046,20207.66024,20830.33483,21368.38457,21753.98749,21349.56348,22712.21362
Europe & Central Asia,ECS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23577.43251,23305.70871,22693.07891,22219.04806,22028.12105,22345.87147,22640.31457,23260.12213,23715.14396,24352.26455,25462.59415,26040.1121,26539.41102,27113.87903,28083.56832,28895.31803,30112.16633,31286.28747,31648.24708,30039.14478,30791.90554,31577.2557,31668.03015,31894.04573,32291.49836,32724.41111,33204.24046,34073.93754,34765.32752,35354.45363,33513.64795,35454.04961
Ecuador,ECU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8293.740675,8450.151423,8432.61866,8406.557672,8571.739211,8575.674915,8539.337989,8723.829028,8826.386999,8243.411048,8176.344448,8350.885328,8541.672307,8625.792511,9178.418076,9503.69469,9757.375103,9805.651213,10257.39963,10148.86595,10340.9703,10984.28377,11431.37562,11818.58683,12078.47439,11896.37516,11551.61597,11617.91222,11561.74785,11370.6033,10325.00171,10614.64238
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6086.686754,6016.906969,6152.929004,6203.068196,6321.250708,6483.315621,6671.089393,6897.521242,7138.212201,7422.835299,7744.715238,7867.50744,7905.41252,8007.645029,8184.065808,8397.032444,8814.14605,9274.977054,9763.504449,10031.03296,10340.07323,10302.44285,10301.10781,10290.19162,10353.6668,10570.44523,10795.80874,11014.48648,11366.33552,11763.25328,11951.44753,12121.15916
Euro area,EMU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32681.87013,33413.24892,33726.4336,33357.33294,34073.35051,34814.35707,35321.17922,36200.76655,37224.13438,38218.38341,39568.57835,40300.67775,40502.8055,40592.15765,41304.98037,41799.82178,42966.78645,44041.61674,44010.57368,41863.02195,42639.50141,43411.97288,42910.40507,42649.58775,43095.00174,43850.9451,44543.60091,45610.76395,46348.34349,47043.04943,43917.51698,46301.0218
Eritrea,ERI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27543.91924,28173.38724,28296.25568,27859.54304,28388.01265,29042.34414,29691.0968,30661.65483,31876.43959,33173.1172,34757.61502,35874.75293,36337.5552,36750.44185,37249.77351,37963.36584,38858.47107,39520.82227,39240.39519,37430.6785,37319.47622,36884.25924,35769.46003,35371.73982,35968.62014,37377.06802,38477.57918,39528.92539,40256.95248,40802.48774,36210.87493,38097.84173
Estonia,EST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12730.71741,13558.56853,15503.84483,16332.81993,16215.57895,17765.20753,18952.10701,20364.00874,22049.68279,23691.15299,26096.98834,28814.92032,31140.57984,29621.76453,25337.17524,26015.74635,27990.13641,28997.32288,29525.11886,30494.0963,31038.80463,32008.93436,33821.93291,35097.7041,36401.10885,35257.16203,38207.40861
Ethiopia,ETH,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0135653,687.5431513,605.7706676,661.3124464,659.0914013,676.5866588,736.9477942,737.3295543,691.2163745,706.1643402,727.7666847,765.8093799,755.4346892,718.3330239,793.0937535,862.3553419,929.6944434,1008.135323,1086.699475,1150.206044,1259.022581,1360.938522,1437.376607,1545.177956,1656.634489,1779.084111,1894.897364,2021.562908,2103.515858,2221.404665,2296.89044,2366.419051
European Union,EUU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28523.4895,28839.0431,29039.75021,28799.17253,29494.60875,30261.81809,30822.97622,31566.64231,32460.96764,33332.41153,34592.15799,35328.375,35691.88258,35953.6964,36811.13866,37443.93409,38689.18083,39844.52234,40064.63136,38261.56608,39006.34961,39780.8358,39439.94305,39342.82707,39889.30472,40752.2176,41515.69716,42677.58868,43557.61379,44394.82035,41720.86815,44024.29987
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874.531032,4345.242878,4099.31855,3772.346721,3331.37869,3156.953521,3108.985707,3151.858871,3224.586951,3256.434941,3368.959236,3463.397689,3545.852642,3547.341508,3867.585419,3992.345295,4150.961729,4325.473983,4431.018473,4339.951791,4524.02768,4461.609037,4639.869448,4689.209784,4632.04239,4587.09891,4635.966326,4679.001756,4719.134649,4734.009929,4450.512739,4454.35017
Finland,FIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32939.38329,30831.60881,29648.74394,29310.30707,30340.82384,31499.80578,32548.01516,34506.77188,36293.39156,37795.05776,39894.19446,40842.34177,41439.01923,42168.69347,43724.96612,44786.90966,46412.20035,48664.26571,48817.98949,44662.10014,45874.6613,46825.82484,45952.24638,45328.57532,44976.77645,45072.59021,46206.78781,47570.13358,48049.58378,48582.58759,47397.41835,48936.7094
Fiji,FJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8451.426339,8146.942568,8538.572873,8599.255803,8912.155993,9019.263089,9344.204276,9042.407927,9075.107946,9798.357406,9575.860131,9732.432269,10027.43529,10117.52079,10630.48437,10656.14241,10771.43641,10573.59623,10566.90541,10319.36909,10547.90979,10787.63949,10919.47584,11429.33289,12058.00619,12569.06463,12820.75704,13429.30062,13846.12069,13684.29169,11526.96229,10977.45293
France,FRA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33732.01421,33897.23144,34268.54217,33905.88226,34576.54381,35177.65894,35548.62852,36250.68896,37413.43936,38494.94682,39732.28245,40226.62707,40388.62565,40433.49004,41272.63238,41643.98889,42367.56986,43127.21286,42996.20978,41546.49058,42147.67168,42864.01897,42790.63288,42816.27148,43021.39464,43345.78643,43705.14756,44577.06457,45284.00279,46017.76596,42320.52414,45187.44629
Faroe Islands,FRO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995.141814,3136.981217,3178.815827,3354.382815,3269.459547,3449.827456,3316.111225,3110.471488,3207.029889,3264.291684,3433.68199,3515.803071,3539.757632,3599.610787,3497.833426,3585.699306,3608.667463,3574.016699,3518.016517,3576.435227,3659.195335,3756.453413,3649.007483,3467.746386,3339.798157,3447.885868,3436.973338,3489.707594,3460.489696,3465.119981,3368.137937,3226.143032
Gabon,GAB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18179.17,18770.60373,17704.52647,17917.21919,18099.39572,18514.56798,18703.16665,19284.53018,19465.24528,17297.80601,16567.24561,16522.19736,16093.40514,16060.68758,15767.17937,15761.14848,14894.69357,15334.72354,14378.49298,13934.85657,14415.44591,14883.49426,15082.65656,15342.18131,15437.26503,15510.03895,15359.7404,15006.84404,14743.69824,14945.85929,14320.84465,14197.6988
United Kingdom,GBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31217.21806,30777.52798,30817.51816,31509.1898,32637.83874,33375.70964,34099.31658,35681.24413,36699.52046,37671.06985,38915.19754,39569.15051,40238.58579,41265.17497,41997.60621,42791.89675,43576.19779,44219.48767,43767.6958,41592.9279,42147.76556,42429.20983,42754.54043,43271.82746,44239.15106,45041.05718,45712.78343,46372.3866,46853.20111,47368.58441,42820.56542,45839.15343
Georgia,GEO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11135.46289,8724.290499,4769.996524,3346.568025,3045.042484,3243.846213,3740.485453,4268.695273,4511.488803,4737.405516,4919.23188,5236.222806,5572.622006,6230.821909,6632.814265,7315.19848,8049.906055,9109.897741,9358.61459,9097.421248,9736.732094,10541.4719,11295.75409,11740.08912,12254.64565,12605.14007,12963.74396,13589.70739,14253.40899,14989.25816,13966.32634,15471.71501
Ghana,GHA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404.509593,2459.250963,2481.870016,2528.986709,2540.683906,2574.836015,2624.175452,2666.128917,2723.295429,2774.324284,2807.361531,2849.006037,2905.238557,2982.086868,3071.805651,3172.170499,3290.063047,3345.636091,3558.789002,3637.476218,3828.419371,4261.620748,4548.579354,4769.072559,4794.147084,4785.994683,4837.537957,5115.90675,5315.253905,5540.045627,5451.121442,5623.80586
Gibraltar,GIB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.640554,1503.801165,1511.113758,1545.648624,1565.266643,1594.92916,1622.749145,1662.66192,1679.691777,1701.729686,1704.956313,1730.302051,1783.849928,1771.660021,1778.051517,1794.383093,1777.134675,1856.261018,1889.187878,1825.673328,1870.799979,1932.50574,2002.32161,2035.318549,2061.694838,2087.934946,2253.477596,2417.803795,2499.707266,2566.322989,2611.403311,2620.249519
"Gambia, The",GMB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.233478,2248.38056,2245.610806,2240.453519,2175.50442,2127.874727,2108.828492,2145.030905,2152.681998,2220.519642,2270.486495,2327.354359,2180.852504,2257.277835,2341.173183,2216.186062,2137.818529,2137.857133,2205.114392,2283.18618,2346.720479,2091.828766,2135.744238,2131.436027,2038.802518,2058.658146,2036.877159,2072.646833,2158.077558,2226.343905,2158.442317,2215.464634
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.661475,2049.613967,2025.793924,2022.608737,2042.459307,2088.255302,2284.369157,2386.301545,1683.250217,1667.63153,1722.757481,1723.453049,1669.270256,1641.028914,1647.578063,1677.708689,1675.770179,1688.813687,1700.285515,1713.763538,1747.237485,1839.692742,1760.883995,1770.476147,1740.896737,1800.063382,1864.263035,1925.237737,1901.931739,1939.28951,1847.465824,1872.482562
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.985049,996.8783445,1299.925476,1395.403468,1572.062326,1781.264878,2857.502271,6868.493172,8165.994032,9851.275584,11176.51896,17523.54516,20084.34301,21944.50566,29004.18672,32390.20744,33330.89057,36685.34335,41249.48658,39914.17531,34732.21915,35377.73649,36671.35744,33678.73784,32436.5535,28313.43316,24827.03212,22550.95816,20386.01387,18600.39178,17214.73818,16500.33569
Greece,GRC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24262.94767,24716.62463,24700.23763,24162.47629,24522.6322,24920.83695,25521.39002,26534.61003,27415.74483,28149.96572,29133.96572,30180.35658,31249.53286,32981.49458,34565.06116,34670.33526,36520.20631,37619.82391,37394.33452,35692.10064,33693.21148,30318.40467,28322.57306,27810.91123,28129.96132,28260.38667,28239.91921,28604.86094,29141.17438,29698.03048,27072.61865,29428.39302
Grenada,GRD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8813.923837,8923.6313,8784.025564,8517.895109,8565.27944,8665.594068,8985.947967,9384.236198,10440.33924,11116.31436,11613.41539,11333.73614,11678.74401,12738.90571,12614.82416,14246.99272,13641.28297,14442.88028,14541.85144,13537.79492,13412.79337,13444.64814,13206.97424,13427.55196,14317.32573,15142.06257,15614.29779,16217.49985,16837.49606,16867.57213,14480.5067,15183.40689
Greenland,GRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5561.070684,5611.542265,5730.645953,5805.709528,5891.327439,6033.042695,6064.020817,6181.172344,6338.338074,6428.047976,6499.883285,6493.60647,6589.737074,6612.669877,6676.704533,6753.682536,6972.381592,7269.20626,7365.280436,7262.500109,7335.988974,7503.674656,7590.755467,7734.117707,7939.374378,8125.655534,8206.047987,8322.21681,8462.172107,8653.308195,8393.284472,8892.483692
Guam,GUM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843.085843,5128.394259,5495.842145,5901.420042,6364.822776,6663.97313,7198.826309,7672.260349,7585.436568,7852.710834,7776.298232,7969.698164,8064.477809,8009.69586,8128.425017,7965.367468,8371.951303,8972.291003,9112.260174,9454.06801,9788.848751,10275.87598,10780.9365,11117.52279,11244.39739,11261.77956,11631.05672,12005.4051,12477.58064,13082.18148,18679.95543,22295.48997
