Entity,Code,Year,Geo Biomass Other - TWh (zero filled),Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled)
Africa,,1965,0,0,0,0,41.11881256,0,9.543754578,323.4961243,341.2627563
Africa,,1966,0,0,0,0,45.86291504,0,10.66991615,323.1221924,369.4865723
Africa,,1967,0,0,0,0,47.87553787,0,10.54566956,330.2915649,368.1252441
Africa,,1968,0,0,0,0,56.00046921,0,10.68896961,343.5129089,389.1998596
Africa,,1969,0,0,0,0,65.35208893,0,12.49199963,346.6429443,396.9228516
Africa,,1970,0,0,0,0,81.70288086,0,15.52032471,360.756897,433.7723083
Africa,,1971,0.164000005,0,0,0,76.92131805,0,18.4052639,383.0123291,473.5654297
Africa,,1972,0.165000007,0,0,0,87.62504578,0,24.6706562,384.2108154,510.6726379
Africa,,1973,0.170000002,0,0,0,92.68891907,0,39.55179214,408.9103394,549.7197876
Africa,,1974,0.174999997,0,0,0,105.4671555,0,44.51848602,425.6462097,567.7996826
Africa,,1975,0.172000006,0,0,0,111.5316315,0,53.63837814,451.0805054,596.4046631
Africa,,1976,0.185000002,0,0,0,123.5951538,0,60.98139191,481.0741577,652.5804443
Africa,,1977,0.188999996,0,0,0,135.8108673,0,68.23419189,491.6984558,695.1663208
Africa,,1978,0.194999993,0,0,0,136.9291229,0,97.36990356,477.8155823,732.1810303
Africa,,1979,0.201000005,0,0,0,146.563858,0,148.8428192,507.2469788,770.9386597
Africa,,1980,0.207000002,0,0,0,142.8574219,0,186.9139709,543.5570679,817.2388916
Africa,,1981,0.217999995,0,0,0,148.4198914,0,228.4911652,635.7987671,883.8618774
Africa,,1982,0.236000001,0,0,0,148.4593048,0,246.733551,701.1759033,925.2272339
Africa,,1983,0.230000004,0,0,0,133.7953644,0,271.2753296,713.2460327,964.5521851
Africa,,1984,0.233999997,0,0,0,131.556366,11.13724613,259.902771,762.8978271,981.7520752
Africa,,1985,0.268999994,0,0,0,146.2221832,15.08139229,278.8427429,787.1658936,1007.091858
Africa,,1986,0.658999979,0,0,0,151.2363129,24.97864342,313.2712097,805.3560791,988.5931396
Africa,,1987,0.657999992,0,0,0,145.0594177,17.49895477,323.3843689,828.3197021,1042.068604
Africa,,1988,0.625999987,0,0,0,158.4752808,29.77404404,358.4445496,890.1607666,1086.268188
Africa,,1989,0.616999984,0,0,0,166.4081573,31.49357796,371.4710388,835.6208496,1123.926514
Africa,,1990,0.796000004,0,0,0,169.3014069,23.97416306,398.6453857,877.6782837,1142.402832
Africa,,1991,0.811999977,0,0,0,179.3458099,25.94623756,401.6355896,853.762146,1148.7052
Africa,,1992,0.84224999,0,0,0,171.0922546,26.35483932,421.2702637,858.8311768,1170.524658
Africa,,1993,0.937699974,0,0,0.005916667,167.6095581,20.5861702,412.6439819,871.7139282,1180.07666
Africa,,1994,0.834999979,0,0,0.015972223,170.3108978,27.51538277,431.8279419,894.4478149,1221.884644
Africa,,1995,1.018700004,0,0,0.018638888,176.7359161,32.06675339,461.2434998,922.4712524,1266.781738
Africa,,1996,1.258092999,0,0,0.021,184.269104,33.41173935,484.1917725,935.2282104,1293.971191
Africa,,1997,1.386640429,0,0,0.021277778,188.8111572,35.88605118,474.4755249,959.019104,1332.273071
Africa,,1998,1.71254921,0,0,0.022472221,197.0977936,38.59304047,499.3369751,937.0389404,1363.508667
Africa,,1999,1.696124792,0,0,0.058539443,209.0126038,36.42517853,504.0196228,966.0106812,1414.560181
Africa,,2000,2.269063234,0,0.035313889,0.518951416,222.5306396,36.91606903,556.8223877,963.7305908,1420.386475
Africa,,2001,2.335352659,0,0.043955833,1.220885873,237.5763092,30.21781921,634.6361694,975.9262695,1432.664307
Africa,,2002,2.28640008,0,0.049043614,1.294748068,248.1781921,33.58561325,670.6054077,934.4215698,1479.166504
Africa,,2003,2.622400045,0,0.058158889,1.553291917,239.476593,35.24045944,711.5067139,1017.048401,1524.815063
Africa,,2004,2.978849649,0,0.070790559,2.213917017,251.3361664,36.95752716,783.0681763,1119.161865,1586.510742
Africa,,2005,3.009669304,0,0.084134445,2.234556675,254.3791809,31.02905273,807.7815552,1039.072632,1654.919189
Africa,,2006,3.770404816,0,0.107861668,2.425894022,261.9176636,27.37537956,843.4420776,1054.097046,1673.716797
Africa,,2007,3.142048359,0,0.142732784,2.873494387,269.1854553,30.70724869,900.0696411,1071.633301,1734.740723
Africa,,2008,3.267395735,0,0.204168335,3.686172962,272.48349,35.06555176,935.1621094,1180.725098,1824.850952
Africa,,2009,3.562722206,0,0.267598331,4.438264847,278.0455933,34.31848145,940.8606567,1176.002075,1885.976318
Africa,,2010,3.76455307,0,0.59966141,6.341038704,298.9256287,36.02827454,980.7318115,1164.840088,1966.2146
Africa,,2011,3.858768463,0,1.660955548,6.58354044,305.5223999,34.1540947,1060.526978,1147.299316,1934.170898
Africa,,2012,4.042406559,0,2.721807241,6.897696018,304.9770508,34.11926651,1146.770386,1118.487061,2046.829956
Africa,,2013,4.433248997,0,2.146321058,9.793644905,320.6520691,36.89141464,1169.745483,1130.160645,2121.441406
Africa,,2014,5.4620471,0,5.158529282,13.70823193,336.1504211,35.85942459,1202.319946,1183.80603,2143.333496
Africa,,2015,7.169681549,0,8.775348663,23.99623108,324.2737122,31.62243271,1325.359863,1119.038574,2199.14502
Africa,,2016,7.231852055,0,14.41341496,29.9195652,314.3547668,38.59990692,1370.495117,1186.287964,2210.926025
Africa,,2017,7.62603569,0,20.68731308,33.1529007,336.2319031,36.24556351,1448.744873,1185.067139,2233.089844
Africa,,2018,8.172670364,0,26.59893036,39.07558823,356.1150818,29.39964104,1543.550781,1163.599854,2257.501953
Africa,,2019,8.262966156,0,33.98899078,50.95765305,367.500946,34.3906517,1549.72998,1231.316772,2262.036133
Africa,,2020,8.066415787,0,42.1750679,55.9475708,384.4180298,35.15513611,1535.972412,1157.901123,2011.052612
Africa,,2021,8.026316643,0,43.2150383,63.88870239,401.4471436,26.17469978,1643.815063,1168.740601,2183.541992
Asia,,1965,0.100000001,0,0,0,422.5711365,0.070937775,94.07476807,2604.78418,2232.485107
Asia,,1966,0.122000001,0,0,0,440.7261353,1.657108665,108.5265045,2753.782959,2505.829102
Asia,,1967,0.172999993,0,0,0,411.7628174,1.784796953,126.2115326,2667.210938,2878.504639
Asia,,1968,0.179000005,0,0,0,457.686615,2.962365627,148.6493683,2708.168457,3250.342529
Asia,,1969,0.178000003,0,0,0,475.1415405,5.12677002,183.4802246,3056.827393,3744.902832
Asia,,1970,0.408703983,0,0,0,486.3695679,16.71052933,218.3395233,3440.953613,4295.116699
Asia,,1971,0.397611022,0,0,0,532.0237427,25.62526131,249.0179138,3697.762939,4780.219238
Asia,,1972,0.423591018,0,0,0,550.2113037,30.09737015,276.8143005,3842.574707,5166.904297
Asia,,1973,0.450998008,0,0,0,511.508667,34.16493988,338.3571777,3932.507568,5872.899414
Asia,,1974,0.51454699,0,0,0,582.5668945,62.50484467,400.5083008,4027.637695,5863.51416
Asia,,1975,0.598506987,0,0,0,627.5821533,79.10505676,459.1583557,4352.356445,5818.068359
Asia,,1976,0.528553009,0,0,0,645.5118408,105.7034683,511.2312317,4453.995605,6275.469238
Asia,,1977,0.752774,0,0,0,634.1105957,96.49886322,619.9296265,4754.668457,6687.268555
Asia,,1978,0.967643976,0,0,0,667.8612061,189.3702087,733.887207,4987.234863,7108.488281
Asia,,1979,1.881672025,0,0,0,722.0882568,233.4526825,894.380188,5233.939453,7371.070801
Asia,,1980,3.272289991,0,0,0,773.6870117,274.6574097,932.2665405,5541.419434,6965.992676
Asia,,1981,5.158716679,0,0,0,825.0414429,295.1559448,957.2913818,5723.564453,6899.109375
Asia,,1982,13.7869091,0,0,0,817.2094727,345.1878357,1022.451721,5951.464355,6872.519043
Asia,,1983,15.96975803,0,0,0,854.6578979,412.8858643,1100.340332,6326.967285,7120.473633
Asia,,1984,17.50414276,0,0,0,856.6503296,496.6099243,1353.000854,6892.806641,7476.664063
Asia,,1985,18.65061569,0,0,0,1014.913513,610.6749268,2157.772217,7993.004883,8199.693359
Asia,,1986,19.50979042,0,0,0,1022.638123,649.5678101,2427.474121,8322.275391,8385.080078
Asia,,1987,19.83908463,0,0,0,1059.524292,768.979126,2586.56665,8908.043945,8673.916016
Asia,,1988,21.39615822,0,0,0,1217.433228,725.6453857,2777.180664,9504.191406,9304.535156
Asia,,1989,23.11325264,0,0,0,1245.499756,757.5465088,3012.629639,9890.94043,9747.575195
Asia,,1990,18.88140678,0,0.011805556,0.098522499,1313.259888,814.7597656,3132.374023,10067.66211,10316.57617
Asia,,1991,19.27264595,0,0.011805556,0.363706946,1327.732788,870.1725464,3316.261963,10460.02246,10674.09668
Asia,,1992,19.52909851,0,0.045826111,0.652840555,1337.372437,893.3348389,3529.380371,10791.16309,11296.72363
Asia,,1993,19.34342575,0,0.084282227,0.916196406,1486.406494,989.9413452,3513.726318,11286.32422,11734.91406
