Date,Region,Price
201211,1,2.8115
201211,2,3.0302
201212,1,2.8163
201212,2,3.0338
201301,1,2.8140
201301,2,3.0391
201302,1,2.8326
201302,2,3.0030
201303,1,2.8397
201303,2,3.0406
201304,1,2.8650
201304,2,3.0684
201305,1,2.8589
201305,2,3.0695
201306,1,2.8586
201306,2,3.0682
201307,1,2.8652
201307,2,3.1121
201308,1,2.8568
201308,2,3.1051
201309,1,2.8561
201309,2,3.1049
201310,1,2.8594
201310,2,3.0967
201311,1,2.8654
201311,2,3.1113
201312,1,2.8677
201312,2,3.1203
201401,1,2.8686
201401,2,3.1173
201402,1,2.8602
201402,2,3.1337
201403,1,2.8606
201403,2,3.1471
201404,1,2.8606
201404,2,3.1600
201405,1,2.8703
201405,2,3.1561
201406,1,2.8842
201406,2,3.1608
201407,1,2.8921
201407,2,3.1121
201408,1,2.8991
201408,2,3.1206
201409,1,2.8909
201409,2,3.1700
201410,1,2.9092
201410,2,3.1900
201411,1,2.9083
201411,2,3.1727
201412,1,2.9107
201412,2,3.1721
201501,1,2.9006
201501,2,3.1661
201502,1,2.9199
201502,2,3.2348
201503,1,2.9186
201503,2,3.2338
201504,1,2.8995
201504,2,3.2279
201505,1,2.9139
201505,2,3.2560
201506,1,2.9228
201506,2,3.2783
201507,1,2.9281
201507,2,3.2747
201508,1,2.9244
201508,2,3.2598
201509,1,2.9229
201509,2,3.2846
201510,1,2.9271
201510,2,3.2742
201511,1,2.9233
201511,2,3.3148
201512,1,2.9389
201512,2,3.3133
201601,1,2.9436
201601,2,3.2956
201602,1,2.9448
201602,2,3.3574
201603,1,2.9659
201603,2,3.3331
201604,1,2.9827
201604,2,3.3294
201605,1,2.9693
201605,2,3.4090
201606,1,2.9810
201606,2,3.3788
201607,1,2.9956
201607,2,3.3724
201608,1,2.9906
201608,2,3.3661
201609,1,3.0031
201609,2,3.3647
201610,1,3.0023
201610,2,3.3908
201611,1,3.0043
201611,2,3.4047
201612,1,2.9959
201612,2,3.3714
201701,1,2.9996
201701,2,3.3936
201702,1,3.0048
201702,2,3.4616
201703,1,3.0181
201703,2,3.4811
201704,1,3.0383
201704,2,3.4741
201705,1,3.0651
201705,2,3.4731
201706,1,3.0643
201706,2,3.5133
201707,1,3.0607
201707,2,3.4971
201708,1,3.0650
201708,2,3.5143
201709,1,3.0478
201709,2,3.5187
201710,1,3.0523
201710,2,3.5144
201711,1,3.0574
201711,2,3.4814
201712,1,3.0573
201712,2,3.5258
201801,1,3.0584
201801,2,3.5352
201802,1,3.0459
201802,2,3.5359
201803,1,3.0529
201803,2,3.5525
201804,1,3.0859
201804,2,3.5487
201805,1,3.0915
201805,2,3.5659
201806,1,3.0881
201806,2,3.5798
201807,1,3.0975
201807,2,3.5985
201808,1,3.0832
201808,2,3.6147
201809,1,3.0830
201809,2,3.6271
201810,1,3.0692
201810,2,3.6112
201811,1,3.0824
201811,2,3.6151
201812,1,3.0633
201812,2,3.6067
201901,1,3.0685
201901,2,3.5730
201902,1,3.0739
201902,2,3.7070
201903,1,3.0969
201903,2,3.6957
201904,1,3.0994
201904,2,3.7587
201905,1,3.1023
201905,2,3.7800
201906,1,3.1088
201906,2,3.7939
201907,1,3.1124
201907,2,3.7691
201908,1,3.1160
201908,2,3.8130
201909,1,3.1195
201909,2,3.7891
201910,1,3.1135
201910,2,3.8135
201911,1,3.1315
201911,2,3.7937
201912,1,3.1264
201912,2,3.8191
202001,1,3.1436
202001,2,3.8671
202002,1,3.1123
202002,2,4.0486
202003,1,3.0906
202003,2,4.1977
202007,1,2.8861
202007,2,3.6254
202008,1,3.0181
202008,2,4.0997
202009,1,3.0784
202009,2,4.0182
202010,1,3.0676
202010,2,4.0812
202012,1,3.1256
202012,2,3.6495
202105,1,2.9194
202105,2,3.9686
202106,1,2.9540
202106,2,4.2920
202107,1,3.0891
202107,2,4.2019
202108,1,3.1266
202108,2,4.3329
202109,1,3.1399
202109,2,4.3862
202110,1,3.1912
202110,2,4.3497
202111,1,3.1811
202111,2,4.3610
202112,1,3.1784
202112,2,4.3572
202201,1,3.2741
202201,2,4.4219
202202,1,3.2958
202202,2,4.3451
202203,1,3.3140
202203,2,4.4241
202204,1,3.3468
202204,2,4.5603
202205,1,3.3539
202205,2,4.5741
202206,1,3.3916
202206,2,4.4533
202207,1,3.3551
202207,2,4.6498
202208,1,3.4086
202208,2,4.6182
202209,1,3.3804
202209,2,4.6350
202210,1,3.4117
202210,2,4.6524
